record_id,date,plot_id,sex,hindfoot_length,species
1130,1978-08-04,q,M,51,Dipodomys spectabilis
1131,1978-08-04,t,F,33,Neotoma albigula
1132,1978-08-04,s,F,NA,Peromyscus maniculatus
1133,1978-08-04,l,M,52,Dipodomys spectabilis
1134,1978-08-04,k,F,35,Dipodomys merriami
1135,1978-08-04,u,M,19,Chaetodipus penicillatus
1136,1978-08-04,l,M,35,Dipodomys merriami
1137,1978-08-04,h,F,36,Dipodomys merriami
1138,1978-08-04,i,M,38,Dipodomys merriami
1139,1978-08-04,k,M,37,Dipodomys merriami
1140,1978-08-04,s,M,20,Peromyscus maniculatus
1141,1978-08-04,i,F,47,Dipodomys spectabilis
1142,1978-08-04,u,M,20,Onychomys leucogaster
1143,1978-08-04,k,F,52,Dipodomys spectabilis
1144,1978-08-04,s,M,19,Onychomys torridus
1145,1978-08-04,l,F,37,Dipodomys merriami
1146,1978-08-04,q,F,32,Neotoma albigula
1148,1978-08-05,f,F,38,Dipodomys merriami
1149,1978-08-05,p,M,38,Dipodomys merriami
1150,1978-08-05,r,F,36,Dipodomys merriami
1151,1978-08-05,b,M,52,Dipodomys spectabilis
1152,1978-08-05,m,F,37,Dipodomys merriami
1153,1978-08-05,r,M,49,Dipodomys spectabilis
1154,1978-08-05,d,F,36,Dipodomys merriami
1155,1978-08-05,f,F,50,Dipodomys spectabilis
1156,1978-08-05,r,M,48,Dipodomys spectabilis
1157,1978-08-05,d,F,34,Dipodomys merriami
1158,1978-08-05,e,F,48,Dipodomys spectabilis
1159,1978-08-05,b,F,36,Dipodomys merriami
1160,1978-08-05,n,F,49,Dipodomys spectabilis
1161,1978-08-05,f,F,16,Perognathus flavus
1162,1978-08-05,e,M,53,Dipodomys spectabilis
1163,1978-08-05,r,F,NA,Dipodomys spectabilis
1164,1978-08-05,b,M,34,Neotoma albigula
1165,1978-08-05,m,F,47,Dipodomys spectabilis
1166,1978-08-05,d,M,48,Dipodomys spectabilis
1167,1978-08-05,r,F,34,Dipodomys merriami
1168,1978-08-05,o,F,31,Neotoma albigula
1169,1978-08-05,a,M,51,Dipodomys spectabilis
1170,1978-08-05,f,M,37,Dipodomys merriami
1171,1978-08-05,a,NA,NA,Dipodomys spectabilis
1172,1978-08-05,f,F,49,Dipodomys spectabilis
1173,1978-08-05,m,F,37,Dipodomys merriami
1174,1978-08-05,m,F,21,Onychomys leucogaster
1175,1978-08-05,p,M,22,Onychomys leucogaster
1176,1978-08-05,r,F,33,Dipodomys merriami
1177,1978-08-05,n,M,35,Dipodomys merriami
1178,1978-08-05,p,M,38,Dipodomys merriami
1179,1978-08-05,r,M,35,Dipodomys merriami
1180,1978-08-05,d,F,48,Dipodomys spectabilis
1181,1978-08-05,o,F,21,Chaetodipus penicillatus
1182,1978-08-05,a,F,50,Dipodomys spectabilis
1183,1978-08-05,b,F,37,Dipodomys merriami
1184,1978-08-05,n,F,36,Dipodomys merriami
1185,1978-08-05,a,F,51,Dipodomys spectabilis
1186,1978-08-05,d,F,47,Dipodomys spectabilis
1187,1978-08-05,p,F,NA,Onychomys leucogaster
1188,1978-08-05,a,M,51,Dipodomys spectabilis
1189,1978-08-05,d,F,50,Dipodomys spectabilis
1190,1978-08-05,m,M,22,Onychomys leucogaster
1191,1978-08-05,e,F,51,Dipodomys spectabilis
1195,1978-09-03,k,M,34,Dipodomys merriami
1196,1978-09-03,q,F,21,Onychomys leucogaster
1197,1978-09-03,l,F,NA,Neotoma albigula
1198,1978-09-03,q,M,37,Dipodomys merriami
1199,1978-09-03,l,M,51,Dipodomys spectabilis
1200,1978-09-03,k,M,51,Dipodomys spectabilis
1201,1978-09-03,l,M,23,Chaetodipus penicillatus
1202,1978-09-03,g,F,30,Peromyscus eremicus
1203,1978-09-03,k,F,35,Dipodomys merriami
1204,1978-09-03,l,M,NA,Neotoma albigula
1205,1978-09-03,h,F,52,Dipodomys spectabilis
1206,1978-09-03,t,F,37,Dipodomys merriami
1207,1978-09-03,l,F,35,Dipodomys merriami
1208,1978-09-03,k,M,36,Dipodomys merriami
1209,1978-09-03,l,F,51,Dipodomys spectabilis
1210,1978-09-03,h,M,35,Dipodomys ordii
1211,1978-09-03,i,F,51,Dipodomys spectabilis
1212,1978-09-03,q,F,51,Dipodomys spectabilis
1213,1978-09-03,v,F,NA,Dipodomys spectabilis
1214,1978-09-03,u,M,16,Perognathus flavus
1215,1978-09-03,q,M,39,Dipodomys merriami
1216,1978-09-03,q,M,39,Dipodomys merriami
1217,1978-09-03,t,M,16,Perognathus flavus
1218,1978-09-03,g,M,21,Peromyscus eremicus
1219,1978-09-03,i,M,38,Dipodomys merriami
1220,1978-09-03,t,F,31,Neotoma albigula
1221,1978-09-03,k,F,22,Chaetodipus penicillatus
1222,1978-09-03,k,M,20,Onychomys torridus
1223,1978-09-03,v,F,50,Dipodomys spectabilis
1224,1978-09-03,q,M,51,Dipodomys spectabilis
1225,1978-09-03,i,F,50,Dipodomys spectabilis
1226,1978-09-03,q,F,34,Dipodomys merriami
1227,1978-09-03,k,M,22,Chaetodipus penicillatus
1228,1978-09-03,h,F,36,Dipodomys merriami
1229,1978-09-03,i,M,38,Dipodomys merriami
1230,1978-09-03,s,M,16,Perognathus flavus
1231,1978-09-03,t,M,51,Dipodomys spectabilis
1232,1978-09-03,i,M,15,Perognathus flavus
1233,1978-09-03,u,M,21,Onychomys leucogaster
1234,1978-09-03,h,F,49,Dipodomys spectabilis
1235,1978-09-03,k,F,20,Onychomys torridus
1236,1978-09-03,u,M,22,Chaetodipus penicillatus
1237,1978-09-03,q,M,NA,Onychomys torridus
1238,1978-09-03,v,F,50,Dipodomys spectabilis
1239,1978-09-03,l,F,50,Dipodomys spectabilis
1240,1978-09-03,s,F,20,Peromyscus eremicus
1241,1978-09-03,l,M,34,Dipodomys merriami
1242,1978-09-03,h,F,35,Dipodomys merriami
1243,1978-09-03,i,F,47,Dipodomys spectabilis
1244,1978-09-03,k,F,52,Dipodomys spectabilis
1245,1978-09-03,k,M,38,Dipodomys merriami
1246,1978-09-03,h,M,15,Perognathus flavus
1247,1978-09-03,l,M,38,Dipodomys merriami
1250,1978-09-04,c,F,34,Neotoma albigula
1251,1978-09-04,f,F,38,Dipodomys merriami
1252,1978-09-04,n,F,36,Dipodomys merriami
1253,1978-09-04,m,M,21,Onychomys leucogaster
1254,1978-09-04,r,M,52,Dipodomys spectabilis
1255,1978-09-04,d,F,37,Dipodomys merriami
1256,1978-09-04,c,M,21,Onychomys torridus
1257,1978-09-04,c,F,21,Chaetodipus penicillatus
1258,1978-09-04,m,NA,NA,Dipodomys merriami
1259,1978-09-04,n,M,36,Dipodomys merriami
1260,1978-09-04,r,F,48,Dipodomys spectabilis
1261,1978-09-04,b,M,32,Neotoma albigula
1262,1978-09-04,e,F,36,Dipodomys merriami
1263,1978-09-04,m,F,48,Dipodomys spectabilis
1264,1978-09-04,o,F,20,Chaetodipus penicillatus
1265,1978-09-04,o,F,16,Perognathus flavus
1266,1978-09-04,b,M,53,Dipodomys spectabilis
1267,1978-09-04,d,M,51,Dipodomys spectabilis
1268,1978-09-04,a,F,48,Dipodomys spectabilis
1269,1978-09-04,b,F,38,Dipodomys merriami
1270,1978-09-04,e,F,35,Dipodomys merriami
1271,1978-09-04,a,M,51,Dipodomys spectabilis
1272,1978-09-04,b,F,36,Dipodomys merriami
1273,1978-09-04,n,F,50,Dipodomys spectabilis
1274,1978-09-04,f,F,51,Dipodomys spectabilis
1275,1978-09-04,c,F,17,Perognathus flavus
1276,1978-09-04,r,M,35,Dipodomys merriami
1277,1978-09-04,b,F,38,Dipodomys merriami
1278,1978-09-04,f,F,49,Dipodomys spectabilis
1279,1978-09-04,c,M,NA,Dipodomys merriami
1280,1978-09-04,e,M,52,Dipodomys spectabilis
1281,1978-09-04,c,NA,NA,Spermophilus spilosoma
1282,1978-09-04,d,F,16,Perognathus flavus
1283,1978-09-04,b,F,20,Peromyscus eremicus
1284,1978-09-04,f,M,33,Dipodomys ordii
1285,1978-09-04,n,M,32,Neotoma albigula
1286,1978-09-04,c,F,20,Onychomys torridus
1287,1978-09-04,m,F,48,Dipodomys spectabilis
1288,1978-09-04,a,M,19,Onychomys torridus
1289,1978-09-04,n,F,36,Dipodomys merriami
1290,1978-09-04,r,F,32,Dipodomys merriami
1291,1978-09-04,e,F,37,Dipodomys merriami
1292,1978-09-04,d,F,47,Dipodomys spectabilis
1293,1978-09-04,e,F,51,Dipodomys spectabilis
1294,1978-09-04,b,M,21,Chaetodipus penicillatus
1295,1978-09-04,r,F,18,Peromyscus eremicus
1296,1978-09-04,a,F,52,Dipodomys spectabilis
1297,1978-09-04,d,F,52,Dipodomys spectabilis
1298,1978-09-04,e,F,51,Dipodomys spectabilis
1299,1978-09-04,f,M,34,Dipodomys merriami
1300,1978-09-04,m,F,37,Dipodomys merriami
1301,1978-09-04,b,M,20,Peromyscus eremicus
1302,1978-09-04,d,F,36,Dipodomys merriami
1304,1978-10-06,a,F,37,Dipodomys merriami
1305,1978-10-06,a,F,47,Dipodomys spectabilis
1306,1978-10-06,a,F,34,Dipodomys merriami
1307,1978-10-06,a,M,50,Dipodomys spectabilis
1308,1978-10-06,a,F,49,Dipodomys spectabilis
1309,1978-10-06,a,F,36,Dipodomys merriami
1310,1978-10-07,t,F,36,Dipodomys merriami
1311,1978-10-07,i,M,20,Onychomys torridus
1312,1978-10-07,k,F,34,Dipodomys merriami
1313,1978-10-07,q,M,20,Onychomys leucogaster
1314,1978-10-07,h,F,50,Dipodomys spectabilis
1315,1978-10-07,k,M,50,Dipodomys spectabilis
1316,1978-10-07,u,M,20,Onychomys leucogaster
1317,1978-10-07,k,M,37,Dipodomys merriami
1318,1978-10-07,k,F,21,Chaetodipus penicillatus
1319,1978-10-07,l,NA,NA,Neotoma albigula
1320,1978-10-07,t,F,35,Dipodomys merriami
1321,1978-10-07,h,M,36,Dipodomys ordii
1322,1978-10-07,l,F,37,Dipodomys merriami
1323,1978-10-07,v,F,51,Dipodomys spectabilis
1324,1978-10-07,i,F,37,Dipodomys merriami
1325,1978-10-07,i,F,50,Dipodomys spectabilis
1326,1978-10-07,t,M,52,Dipodomys spectabilis
1327,1978-10-07,k,M,34,Dipodomys ordii
1328,1978-10-07,q,F,35,Dipodomys merriami
1329,1978-10-07,l,M,36,Dipodomys merriami
1330,1978-10-07,q,M,52,Dipodomys spectabilis
1331,1978-10-07,i,M,50,Dipodomys spectabilis
1332,1978-10-07,q,F,37,Dipodomys merriami
1333,1978-10-07,q,F,50,Dipodomys spectabilis
1334,1978-10-07,l,F,51,Dipodomys spectabilis
1335,1978-10-07,i,F,50,Dipodomys spectabilis
1336,1978-10-07,v,F,50,Dipodomys spectabilis
1337,1978-10-07,l,NA,NA,Neotoma albigula
1338,1978-10-07,h,F,NA,Dipodomys spectabilis
1339,1978-10-07,q,M,38,Dipodomys merriami
1340,1978-10-07,k,F,49,Dipodomys spectabilis
1341,1978-10-07,i,M,37,Dipodomys merriami
1342,1978-10-07,i,F,50,Dipodomys spectabilis
1343,1978-10-07,k,F,15,Perognathus flavus
1344,1978-10-07,k,M,38,Dipodomys merriami
1345,1978-10-07,t,NA,NA,Neotoma albigula
1346,1978-10-07,k,F,35,Dipodomys merriami
1348,1978-10-07,h,F,36,Dipodomys merriami
1351,1978-10-08,b,M,15,Perognathus flavus
1352,1978-10-08,c,F,22,Chaetodipus penicillatus
1353,1978-10-08,d,F,35,Dipodomys merriami
1354,1978-10-08,e,F,21,Onychomys torridus
1355,1978-10-08,e,M,20,Onychomys torridus
1356,1978-10-08,n,F,36,Dipodomys merriami
1357,1978-10-08,r,F,15,Perognathus flavus
1358,1978-10-08,e,M,52,Dipodomys spectabilis
1359,1978-10-08,m,F,37,Dipodomys merriami
1360,1978-10-08,r,M,48,Dipodomys spectabilis
1361,1978-10-08,c,NA,NA,Neotoma albigula
1362,1978-10-08,r,NA,NA,Spermophilus spilosoma
1363,1978-10-08,r,M,49,Dipodomys spectabilis
1364,1978-10-08,n,F,50,Dipodomys spectabilis
1365,1978-10-08,b,M,53,Dipodomys spectabilis
1366,1978-10-08,c,F,15,Perognathus flavus
1367,1978-10-08,f,F,52,Dipodomys spectabilis
1368,1978-10-08,o,F,21,Chaetodipus penicillatus
1369,1978-10-08,f,M,37,Dipodomys merriami
1370,1978-10-08,b,F,36,Dipodomys merriami
1371,1978-10-08,d,M,53,Dipodomys spectabilis
1372,1978-10-08,m,F,15,Perognathus flavus
1373,1978-10-08,r,F,51,Dipodomys spectabilis
1374,1978-10-08,b,NA,NA,Neotoma albigula
1375,1978-10-08,m,M,23,Chaetodipus penicillatus
1376,1978-10-08,f,F,48,Dipodomys spectabilis
1377,1978-10-08,n,NA,NA,Neotoma albigula
1378,1978-10-08,r,M,21,Chaetodipus penicillatus
1379,1978-10-08,n,M,38,Dipodomys merriami
1380,1978-10-08,c,F,16,Perognathus flavus
1381,1978-10-08,e,F,20,Onychomys torridus
1382,1978-10-08,b,F,38,Dipodomys merriami
1383,1978-10-08,e,F,36,Dipodomys merriami
1384,1978-10-08,m,F,48,Dipodomys spectabilis
1385,1978-10-08,m,F,20,Onychomys leucogaster
1386,1978-10-08,o,F,15,Perognathus flavus
1387,1978-10-08,d,F,51,Dipodomys spectabilis
1388,1978-10-08,d,NA,NA,Spermophilus spilosoma
1389,1978-10-08,m,F,37,Dipodomys merriami
1390,1978-10-08,e,M,20,Onychomys torridus
1391,1978-10-08,m,M,20,Onychomys leucogaster
1392,1978-10-08,f,M,36,Dipodomys merriami
1394,1978-10-08,r,M,36,Dipodomys merriami
1395,1978-10-08,s,NA,NA,Peromyscus eremicus
1396,1978-11-04,i,M,35,Dipodomys merriami
1397,1978-11-04,k,F,36,Dipodomys merriami
1398,1978-11-04,q,F,50,Dipodomys spectabilis
1399,1978-11-04,l,F,50,Dipodomys spectabilis
1400,1978-11-04,s,M,15,Perognathus flavus
1401,1978-11-04,h,F,49,Dipodomys spectabilis
1402,1978-11-04,a,F,36,Dipodomys merriami
1403,1978-11-04,a,M,NA,Dipodomys spectabilis
1404,1978-11-04,a,F,47,Dipodomys spectabilis
1405,1978-11-04,k,F,20,Onychomys torridus
1406,1978-11-04,i,F,37,Dipodomys merriami
1407,1978-11-04,l,M,36,Dipodomys merriami
1408,1978-11-04,q,F,33,Dipodomys merriami
1409,1978-11-04,h,M,35,Dipodomys ordii
1410,1978-11-04,k,M,20,Onychomys leucogaster
1411,1978-11-04,i,F,50,Dipodomys spectabilis
1412,1978-11-04,i,M,48,Dipodomys spectabilis
1413,1978-11-04,h,F,20,Onychomys leucogaster
1414,1978-11-04,q,M,NA,Dipodomys spectabilis
1415,1978-11-04,h,F,35,Dipodomys merriami
1416,1978-11-04,a,F,35,Dipodomys merriami
1417,1978-11-04,l,F,35,Dipodomys merriami
1418,1978-11-04,h,F,32,Dipodomys ordii
1419,1978-11-04,i,F,33,Dipodomys merriami
1420,1978-11-04,s,M,20,Onychomys torridus
1421,1978-11-04,l,F,21,Onychomys torridus
1422,1978-11-04,a,M,52,Dipodomys spectabilis
1423,1978-11-04,i,F,50,Dipodomys spectabilis
1424,1978-11-04,q,F,31,Dipodomys ordii
1425,1978-11-04,v,F,49,Dipodomys spectabilis
1426,1978-11-04,k,M,37,Dipodomys merriami
1427,1978-11-04,u,F,15,Perognathus flavus
1428,1978-11-04,l,M,37,Dipodomys merriami
1429,1978-11-04,t,M,50,Dipodomys spectabilis
1430,1978-11-04,i,M,37,Dipodomys merriami
1431,1978-11-04,i,F,46,Dipodomys spectabilis
1432,1978-11-04,k,F,20,Onychomys leucogaster
1433,1978-11-04,q,M,39,Dipodomys merriami
1434,1978-11-04,k,M,38,Dipodomys merriami
1435,1978-11-04,q,M,29,Sigmodon hispidus
1436,1978-11-04,h,F,20,Onychomys torridus
1439,1978-11-05,f,M,35,Dipodomys merriami
1440,1978-11-05,d,F,36,Dipodomys merriami
1441,1978-11-05,f,F,36,Dipodomys merriami
1442,1978-11-05,m,F,39,Dipodomys merriami
1443,1978-11-05,e,M,20,Onychomys torridus
1444,1978-11-05,r,F,34,Dipodomys merriami
1445,1978-11-05,f,F,35,Dipodomys merriami
1446,1978-11-05,o,NA,NA,Ammospermophilus harrisi
1447,1978-11-05,f,F,50,Dipodomys spectabilis
1448,1978-11-05,n,M,37,Dipodomys merriami
1449,1978-11-05,e,M,52,Dipodomys spectabilis
1450,1978-11-05,m,F,48,Dipodomys spectabilis
1451,1978-11-05,r,M,50,Dipodomys spectabilis
1452,1978-11-05,r,F,51,Dipodomys spectabilis
1453,1978-11-05,b,M,NA,Neotoma albigula
1454,1978-11-05,d,M,49,Dipodomys spectabilis
1455,1978-11-05,r,M,20,Onychomys leucogaster
1456,1978-11-05,f,M,37,Dipodomys merriami
1457,1978-11-05,r,M,20,Onychomys leucogaster
1458,1978-11-05,d,M,35,Dipodomys merriami
1459,1978-11-05,f,F,47,Dipodomys spectabilis
1460,1978-11-05,r,M,36,Dipodomys merriami
1461,1978-11-05,b,F,36,Dipodomys merriami
1462,1978-11-05,d,F,20,Onychomys torridus
1463,1978-11-05,n,F,46,Dipodomys spectabilis
1464,1978-11-05,r,F,36,Dipodomys merriami
1465,1978-11-05,n,M,32,Neotoma albigula
1466,1978-11-05,n,F,36,Dipodomys merriami
1467,1978-11-05,b,M,20,Peromyscus eremicus
1468,1978-11-05,m,F,37,Dipodomys merriami
1469,1978-11-05,b,F,38,Dipodomys merriami
1470,1978-11-05,m,NA,NA,Spermophilus spilosoma
1471,1978-11-05,m,F,37,Dipodomys merriami
1472,1978-11-05,b,F,20,Onychomys torridus
1473,1978-11-05,d,M,20,Onychomys torridus
1477,1978-12-02,q,F,21,Onychomys leucogaster
1478,1978-12-02,s,M,17,Reithrodontomys megalotis
1479,1978-12-02,i,M,21,Onychomys leucogaster
1480,1978-12-02,v,F,36,Dipodomys merriami
1481,1978-12-02,i,F,21,Onychomys leucogaster
1482,1978-12-02,v,M,20,Onychomys leucogaster
1483,1978-12-02,k,F,36,Dipodomys merriami
1484,1978-12-02,i,F,51,Dipodomys spectabilis
1485,1978-12-02,q,F,34,Dipodomys merriami
1486,1978-12-02,k,M,38,Dipodomys merriami
1487,1978-12-02,a,F,36,Dipodomys merriami
1488,1978-12-02,q,F,47,Dipodomys spectabilis
1489,1978-12-02,l,M,35,Dipodomys merriami
1490,1978-12-02,l,M,32,Neotoma albigula
1491,1978-12-02,v,M,21,Onychomys leucogaster
1492,1978-12-02,a,F,34,Dipodomys merriami
1493,1978-12-02,k,F,20,Onychomys torridus
1494,1978-12-02,u,F,17,Reithrodontomys megalotis
1495,1978-12-02,v,F,21,Onychomys leucogaster
1496,1978-12-02,i,F,36,Dipodomys merriami
1497,1978-12-02,t,M,51,Dipodomys spectabilis
1498,1978-12-02,k,M,38,Dipodomys merriami
1499,1978-12-02,i,F,49,Dipodomys spectabilis
1500,1978-12-02,h,M,33,Dipodomys ordii
1501,1978-12-02,h,F,49,Dipodomys spectabilis
1502,1978-12-02,i,F,48,Dipodomys spectabilis
1503,1978-12-02,v,F,50,Dipodomys spectabilis
1504,1978-12-02,l,F,51,Dipodomys spectabilis
1505,1978-12-02,h,F,21,Onychomys leucogaster
1506,1978-12-02,q,F,33,Dipodomys ordii
1507,1978-12-02,i,M,21,Onychomys leucogaster
1508,1978-12-02,v,M,20,Onychomys leucogaster
1509,1978-12-02,v,F,51,Dipodomys spectabilis
1510,1978-12-02,q,M,21,Onychomys leucogaster
1511,1978-12-02,a,M,37,Dipodomys merriami
1512,1978-12-02,t,F,31,Neotoma albigula
1513,1978-12-02,i,M,38,Dipodomys merriami
1514,1978-12-02,k,M,38,Dipodomys merriami
1515,1978-12-02,v,M,37,Dipodomys merriami
1516,1978-12-02,q,M,21,Onychomys leucogaster
1519,1978-12-03,b,M,38,Dipodomys merriami
1520,1978-12-03,n,F,47,Dipodomys spectabilis
1521,1978-12-03,f,F,52,Dipodomys spectabilis
1522,1978-12-03,m,F,38,Dipodomys merriami
1523,1978-12-03,r,F,36,Dipodomys merriami
1524,1978-12-03,e,F,36,Dipodomys merriami
1525,1978-12-03,r,M,47,Dipodomys spectabilis
1526,1978-12-03,r,F,51,Dipodomys spectabilis
1527,1978-12-03,f,F,50,Dipodomys spectabilis
1528,1978-12-03,f,M,36,Dipodomys merriami
1529,1978-12-03,b,M,38,Dipodomys merriami
1530,1978-12-03,n,M,NA,Neotoma albigula
1531,1978-12-03,d,M,51,Dipodomys spectabilis
1532,1978-12-03,m,F,21,Onychomys leucogaster
1533,1978-12-03,c,F,20,Onychomys torridus
1534,1978-12-03,b,F,37,Dipodomys merriami
1535,1978-12-03,b,F,38,Dipodomys merriami
1536,1978-12-03,r,F,35,Dipodomys merriami
1537,1978-12-03,e,M,51,Dipodomys spectabilis
1538,1978-12-03,n,M,38,Dipodomys merriami
1539,1978-12-03,b,M,36,Dipodomys merriami
1540,1978-12-03,m,F,47,Dipodomys spectabilis
1541,1978-12-03,b,M,21,Onychomys torridus
1542,1978-12-03,c,M,20,Onychomys torridus
1543,1978-12-03,b,F,22,Onychomys leucogaster
1544,1978-12-03,b,M,21,Onychomys leucogaster
1545,1978-12-03,m,F,36,Dipodomys merriami
1546,1978-12-03,f,M,22,Onychomys leucogaster
1547,1978-12-03,e,F,22,Onychomys torridus
1548,1978-12-03,e,M,20,Onychomys torridus
1551,1978-12-03,p,M,38,Dipodomys merriami
1552,1979-01-28,v,F,37,Dipodomys merriami
1553,1979-01-28,h,F,48,Dipodomys spectabilis
1554,1979-01-28,i,F,37,Dipodomys merriami
1555,1979-01-28,k,M,36,Dipodomys merriami
1556,1979-01-28,v,M,NA,Dipodomys merriami
1557,1979-01-28,q,F,36,Dipodomys merriami
1558,1979-01-28,l,M,36,Dipodomys merriami
1559,1979-01-28,q,F,34,Dipodomys merriami
1560,1979-01-28,k,M,34,Dipodomys ordii
1561,1979-01-28,v,M,19,Onychomys leucogaster
1562,1979-01-28,k,M,39,Dipodomys merriami
1563,1979-01-28,a,M,19,Onychomys leucogaster
1564,1979-01-28,i,F,36,Dipodomys merriami
1565,1979-01-28,v,M,38,Dipodomys merriami
1566,1979-01-28,k,M,21,Onychomys leucogaster
1567,1979-01-28,k,M,37,Dipodomys merriami
1573,1979-01-29,b,F,19,Onychomys leucogaster
1574,1979-01-29,m,M,NA,Onychomys leucogaster
1575,1979-01-29,r,F,NA,Dipodomys merriami
1576,1979-01-29,f,M,NA,Dipodomys merriami
1577,1979-01-29,r,M,NA,Dipodomys merriami
1578,1979-01-29,f,M,NA,Dipodomys merriami
1579,1979-01-29,d,F,NA,Dipodomys merriami
1580,1979-01-29,r,M,NA,Dipodomys merriami
1581,1979-01-29,b,F,38,Dipodomys merriami
1582,1979-01-29,f,F,NA,Dipodomys spectabilis
1583,1979-01-29,r,F,NA,Dipodomys merriami
1584,1979-01-29,b,M,NA,Onychomys torridus
1585,1979-01-29,c,F,NA,Onychomys torridus
1586,1979-01-29,p,M,38,Dipodomys merriami
1587,1979-01-29,r,M,NA,Dipodomys merriami
1588,1979-01-29,r,M,NA,Dipodomys spectabilis
1589,1979-01-29,d,M,NA,Dipodomys spectabilis
1590,1979-01-29,f,M,NA,Dipodomys merriami
1591,1979-01-29,f,F,NA,Dipodomys merriami
1592,1979-01-29,r,F,NA,Dipodomys spectabilis
1593,1979-01-29,p,F,34,Dipodomys merriami
1594,1979-01-29,b,M,NA,Onychomys torridus
1595,1979-01-29,d,F,NA,Dipodomys merriami
1596,1979-01-29,f,F,NA,Dipodomys merriami
1597,1979-01-29,b,F,NA,Onychomys leucogaster
1598,1979-01-29,f,F,NA,Onychomys leucogaster
1599,1979-01-29,r,M,NA,Dipodomys merriami
1600,1979-01-29,d,M,NA,Dipodomys merriami
1601,1979-01-29,n,F,NA,Dipodomys spectabilis
1602,1979-01-29,r,F,NA,Dipodomys merriami
1603,1979-01-29,b,M,NA,Peromyscus eremicus
1604,1979-01-29,n,F,NA,Dipodomys merriami
1605,1979-01-29,p,NA,NA,Onychomys torridus
1606,1979-01-29,f,F,NA,Dipodomys merriami
1607,1979-01-29,p,NA,NA,Onychomys torridus
1608,1979-01-29,f,F,NA,Dipodomys merriami
1609,1979-01-29,r,M,NA,Dipodomys merriami
1610,1979-01-29,f,M,NA,Dipodomys merriami
1611,1979-01-29,b,F,NA,Dipodomys merriami
1612,1979-01-29,m,F,NA,Dipodomys merriami
1613,1979-01-29,r,M,NA,Dipodomys merriami
1617,1979-02-24,v,F,20,Onychomys leucogaster
1618,1979-02-24,i,M,21,Onychomys leucogaster
1619,1979-02-24,v,M,36,Dipodomys merriami
1620,1979-02-24,v,M,36,Dipodomys merriami
1621,1979-02-24,v,F,36,Dipodomys merriami
1622,1979-02-24,h,F,21,Onychomys leucogaster
1623,1979-02-24,i,F,NA,Dipodomys ordii
1624,1979-02-24,k,M,37,Dipodomys merriami
1625,1979-02-24,l,F,52,Dipodomys spectabilis
1626,1979-02-24,k,M,21,Onychomys leucogaster
1627,1979-02-24,h,M,52,Dipodomys spectabilis
1628,1979-02-24,v,M,35,Dipodomys merriami
1629,1979-02-24,k,M,36,Dipodomys merriami
1630,1979-02-24,h,F,50,Dipodomys spectabilis
1631,1979-02-24,v,F,52,Dipodomys spectabilis
1632,1979-02-24,q,F,34,Dipodomys ordii
1633,1979-02-24,q,F,50,Dipodomys spectabilis
1634,1979-02-24,h,M,36,Dipodomys merriami
1635,1979-02-24,v,M,37,Dipodomys merriami
1636,1979-02-24,l,M,36,Dipodomys merriami
1637,1979-02-24,i,F,50,Dipodomys spectabilis
1638,1979-02-24,t,F,50,Dipodomys spectabilis
1644,1979-02-25,b,F,37,Dipodomys merriami
1645,1979-02-25,c,M,21,Onychomys torridus
1646,1979-02-25,b,F,20,Onychomys leucogaster
1647,1979-02-25,e,M,52,Dipodomys spectabilis
1648,1979-02-25,n,F,36,Dipodomys merriami
1649,1979-02-25,r,M,52,Dipodomys spectabilis
1650,1979-02-25,c,F,20,Onychomys torridus
1651,1979-02-25,a,M,38,Dipodomys merriami
1652,1979-02-25,r,F,52,Dipodomys spectabilis
1653,1979-02-25,b,F,19,Peromyscus maniculatus
1654,1979-02-25,a,M,37,Dipodomys merriami
1655,1979-02-25,f,F,50,Dipodomys spectabilis
1656,1979-02-25,a,M,51,Dipodomys spectabilis
1657,1979-02-25,o,F,19,Peromyscus maniculatus
1658,1979-02-25,d,M,49,Dipodomys spectabilis
1659,1979-02-25,m,M,51,Dipodomys spectabilis
1660,1979-02-25,n,F,51,Dipodomys spectabilis
1661,1979-02-25,b,F,35,Dipodomys merriami
1662,1979-02-25,p,F,22,Onychomys leucogaster
1663,1979-02-25,d,M,35,Dipodomys merriami
1664,1979-02-25,p,M,21,Onychomys leucogaster
1665,1979-02-25,d,F,35,Dipodomys merriami
1666,1979-02-25,n,M,36,Dipodomys merriami
1667,1979-02-25,p,M,38,Dipodomys merriami
1668,1979-02-25,m,F,37,Dipodomys merriami
1669,1979-02-25,m,F,22,Onychomys leucogaster
1670,1979-02-25,b,M,21,Peromyscus maniculatus
1671,1979-03-31,l,M,51,Dipodomys spectabilis
1672,1979-03-31,d,F,34,Dipodomys merriami
1673,1979-03-31,b,F,48,Dipodomys spectabilis
1674,1979-03-31,m,F,36,Dipodomys merriami
1675,1979-03-31,q,M,20,Peromyscus eremicus
1676,1979-03-31,b,M,36,Dipodomys merriami
1677,1979-03-31,l,M,36,Dipodomys merriami
1678,1979-03-31,n,F,NA,Dipodomys spectabilis
1679,1979-03-31,v,M,37,Dipodomys merriami
1680,1979-03-31,n,F,47,Dipodomys spectabilis
1681,1979-03-31,e,M,54,Dipodomys spectabilis
1682,1979-03-31,q,F,35,Dipodomys merriami
