datetime,scientific_name,user,place_guess,longitude,latitude,image_url,quality_grade,description
2021-05-30T15:18:17Z,Magicicada,chandrahuff,"Moonflower St, Grove City, OH, US",-83.0632642564,39.8489550082,https://inaturalist-open-data.s3.amazonaws.com/photos/132988141/medium.jpg,research,
2021-05-30T15:13:00Z,Magicicada,danlego,"Washington Township, Indianapolis, IN, USA",-86.0913055556,39.8791444444,https://static.inaturalist.org/photos/132987595/medium.jpg,research,
2021-05-31T12:53:38Z,Magicicada cassinii,therizinosaurus,"Winton Place, Cincinnati, OH, US",-84.5296783333,39.1662361667,https://inaturalist-open-data.s3.amazonaws.com/photos/132987659/medium.jpg,research,Another Brood X buddy in the cemetery.
2021-05-31T17:25:51Z,Magicicada septendecim,margaridamaria,"Gardiner Lane, Louisville, KY 40205, USA",-85.6847489722,38.216109,https://inaturalist-open-data.s3.amazonaws.com/photos/132987385/medium.jpeg,research,
2021-05-31T13:04:33Z,Magicicada septendecim,navin_sasikumar,"University Pl at Edwards Pl, Princeton, NJ 08540, USA",-74.6614589722,40.3464999722,https://inaturalist-open-data.s3.amazonaws.com/photos/132987281/medium.jpeg,research,
2021-05-31T17:23:18Z,Magicicada cassinii,margaridamaria,"Emerson @ Lakeside, Louisville, KY 40205, USA",-85.6847939722,38.2161609722,https://inaturalist-open-data.s3.amazonaws.com/photos/132987222/medium.jpeg,research,
2021-05-31T13:03:56Z,Magicicada,navin_sasikumar,"Princeton, NJ, USA",-74.6613049722,40.3463629722,https://inaturalist-open-data.s3.amazonaws.com/photos/132986991/medium.jpeg,research,
2021-05-31T17:22:11Z,Magicicada cassinii,margaridamaria,"Gardiner Lane, Louisville, KY 40205, USA",-85.68479,38.2161469722,https://inaturalist-open-data.s3.amazonaws.com/photos/132986987/medium.jpeg,research,At Mike's house. 
2021-05-31T16:28:14Z,Magicicada septendecim,brittany101,"Haverford, PA 19041, USA",-75.300421,40.0153499722,https://static.inaturalist.org/photos/132986957/medium.jpeg,research,Copulating pair
2021-05-31T12:49:30Z,Magicicada septendecim,therizinosaurus,"Winton Place, Cincinnati, OH, US",-84.529625,39.1662028333,https://inaturalist-open-data.s3.amazonaws.com/photos/132986732/medium.jpg,research,Brood X buddy in the cemetery.
2021-05-31T14:11:27Z,Magicicada septendecim,brittany101,"Princeton, NJ, USA",-74.677993,40.334304,https://static.inaturalist.org/photos/132986681/medium.jpeg,research,
2021-05-31T17:07:58Z,Magicicada cassinii,margaridamaria,"Hayfield Dundee, Louisville, KY 40205, USA",-85.693015,38.2067249722,https://inaturalist-open-data.s3.amazonaws.com/photos/132986553/medium.jpeg,research,
2021-05-30T12:51:00Z,Magicicada cassinii,danlego,"Lawrence, IN, USA",-86.018106,39.873603,https://static.inaturalist.org/photos/132985538/medium.jpeg,research,
2021-05-30T12:43:00Z,Magicicada,danlego,"Lawrence, IN, USA",-86.0181353247,39.8735798861,https://static.inaturalist.org/photos/132985426/medium.jpeg,research,
2021-05-30T12:38:00Z,Magicicada,danlego,"Lawrence, IN, USA",-86.0192618525,39.8728001724,https://static.inaturalist.org/photos/132985350/medium.jpeg,research,
2021-05-31T13:43:41Z,Magicicada septendecim,brittany101,"Princeton, NJ, USA",-74.6776639722,40.333384,https://static.inaturalist.org/photos/132986254/medium.jpeg,research,
2021-05-31T12:20:45Z,Magicicada cassinii,atlasbeetle,"McPherson Ave, St. Louis, MO, US",-90.2518731372,38.6447835387,,research,
2021-05-31T17:05:06Z,Magicicada septendecim,margaridamaria,"Hayfield Dundee, Louisville, KY 40205, USA",-85.6930069722,38.206884,https://inaturalist-open-data.s3.amazonaws.com/photos/132986059/medium.jpeg,research,At Ron and Michelle's house. 
2021-05-31T14:07:55Z,Magicicada cassinii,brittany101,"Princeton, NJ, USA",-74.677918,40.3342349722,https://static.inaturalist.org/photos/132985926/medium.jpeg,research,
2021-05-31T12:48:32Z,Magicicada,therizinosaurus,"Winton Place, Cincinnati, OH, US",-84.5295783333,39.1662055,https://inaturalist-open-data.s3.amazonaws.com/photos/132985633/medium.jpg,research,Shed Brood X exoskeletons at the cemetery 
2021-05-31T17:03:53Z,Magicicada cassinii,margaridamaria,"Hayfield Dundee, Louisville, KY 40205, USA",-85.693004,38.206884,https://inaturalist-open-data.s3.amazonaws.com/photos/132985603/medium.jpeg,research,At Ron and Michelle's home. 
2021-05-31T17:02:13Z,Magicicada septendecim,margaridamaria,"Hayfield Dundee, Louisville, KY 40205, USA",-85.6930009722,38.206876,https://inaturalist-open-data.s3.amazonaws.com/photos/132984824/medium.jpeg,research,At Ron and Michelle's home. 
2021-05-31T15:19:52Z,Magicicada septendecim,jiangciao,"Rock Creek Park, Rock Creek Park, US-DC, District of Columbia County, US",-77.050692,38.95712,https://static.inaturalist.org/photos/132984629/medium.jpeg,research,
2021-05-31T13:23:50Z,Magicicada septendecim,razsirhc,"Leigh Ave, Princeton, NJ, US",-74.6641162574,40.3565066027,https://inaturalist-open-data.s3.amazonaws.com/photos/132984557/medium.jpg,research,
2021-05-31T17:17:05Z,Magicicada cassinii,treichard,"Arnold Station, Arnold, MD, US",-76.5051229858,39.0295088059,,research,
2021-05-31T16:47:04Z,Magicicada septendecim,treichard,"Arnold Park, Arnold, MD, US",-76.4905195133,39.0362908368,,research,
2021-05-31T16:38:36Z,Magicicada septendecim,treichard,"Arnold Park, Arnold, MD, US",-76.4905499159,39.0361500336,,research,
2021-05-31T16:37:28Z,Magicicada septendecim,treichard,"Arnold Park, Arnold, MD, US",-76.4905451924,39.0361786188,,research,
2021-05-31T16:33:08Z,Magicicada septendecim,treichard,"Arnold Park, Arnold, MD, US",-76.4905587326,39.0360931333,,research,
2021-05-31T16:29:18Z,Magicicada cassinii,treichard,"Arnold Park, Arnold, MD, US",-76.4909566897,39.0360426271,,research,Foreground cicada chorus
2021-05-31T15:17:00Z,Magicicada,danlego,"Brown County, IN, USA",-86.3493974869,39.1974848052,https://static.inaturalist.org/photos/132980553/medium.jpeg,research,
2021-05-31T15:59:19Z,Magicicada cassinii,treichard,"Bodkin Park, Pasadena, MD, US",-76.478490552,39.1162956152,,research,A few cassinii calls
2021-05-31T15:08:00Z,Magicicada septendecim,danlego,"Brown County, IN, USA",-86.3493604857,39.1973587405,https://static.inaturalist.org/photos/132980384/medium.jpeg,research,
2021-05-31T15:48:01Z,Magicicada septendecim,treichard,"Bodkin Park, Pasadena, MD, US",-76.4782931909,39.1165760049,,research,Pharaoh calls in the background
2021-05-31T14:45:12Z,Magicicada cassinii,treichard,"Poplar Ridge Park, Pasadena, MD, US",-76.4771296181,39.1374230046,,research,
2021-05-31T11:16:42Z,Magicicada septendecim,clairejarvis,"Shoal Creek, NC 28906, USA",-84.2926091,35.0984733,https://static.inaturalist.org/photos/133045609/medium.jpeg,research,
2021-05-31T14:36:08Z,Magicicada cassinii,treichard,"Poplar Ridge Park, Pasadena, MD, US",-76.4788612087,39.136393594,,research,
2021-05-31T13:44:50Z,Magicicada septendecim,treichard,"Freetown Park, Glen Burnie, MD, US",-76.5724753131,39.1419127989,,research,Background cicada chorus 
2021-05-31T13:44:17Z,Magicicada cassinii,treichard,"Freetown Park, Glen Burnie, MD, US",-76.5724850517,39.1418928351,,research,Foreground cicada calls
2021-05-31T13:40:54Z,Magicicada cassinii,treichard,"Freetown Park, Glen Burnie, MD, US",-76.5733596535,39.1420136452,,research,Foreground cicada calls
2021-05-31T11:10:00Z,Magicicada septendecula,doju,"Lawrence County, IN, USA",-86.6144341709,38.879694615,,research,
2021-05-31T13:50:00Z,Magicicada septendecula,doju,"Bedford, IN 47421, USA",-86.5116631632,38.8626783816,,research,
2021-05-31T13:34:00Z,Magicicada cassinii,cmciv,"Virginia, US",-77.4483389696,38.8942528406,,research,Canon PowerShot SX620 HS built-in microphone.
2021-05-30T11:48:50Z,Magicicada,hapaxlegomenon,"Thunderhead Rd, Knoxville, TN, US",-84.08265,35.859675,https://inaturalist-open-data.s3.amazonaws.com/photos/132982583/medium.jpg,research,
2021-05-31T18:01:23Z,Magicicada,asplundii,"Northwestern Pike, Gore, VA, US",-78.2937209588,39.2448202009,https://inaturalist-open-data.s3.amazonaws.com/photos/132982208/medium.jpg,research,
2021-05-31T14:38:45Z,Magicicada septendecim,heroicfauna,"Gilmer County, US-GA, US",-84.5846535597,34.8288627678,https://inaturalist-open-data.s3.amazonaws.com/photos/132981066/medium.jpg,research,
2021-05-31T14:38:25Z,Magicicada,heroicfauna,"Gilmer County, US-GA, US",-84.584653411,34.8289163863,https://inaturalist-open-data.s3.amazonaws.com/photos/132980993/medium.jpg,research,
2021-05-31T10:49:47Z,Magicicada septendecim,botany_and_beyond,"Newark, DE, USA",-75.767714493,39.6745930731,https://static.inaturalist.org/photos/132980148/medium.jpeg,research,
2021-05-31T16:20:34Z,Magicicada,pryce20,"Washington Township, OH, USA",-84.7451297566,40.1015243523,https://inaturalist-open-data.s3.amazonaws.com/photos/132980078/medium.jpeg,research,
2021-05-31T17:46:44Z,Magicicada,jdavery,"Whipple Dam State Park, Petersburg, PA, US",-77.866047999,40.6827571791,https://inaturalist-open-data.s3.amazonaws.com/photos/132979707/medium.jpg,research,Was just told this should not be in our area so a hitchhiker?
2021-05-31T12:08:00Z,Magicicada septendecim,birdnerd67,"Loudoun County, VA, USA",-77.5432384985,39.212178447,https://inaturalist-open-data.s3.amazonaws.com/photos/132976678/medium.jpeg,research,has yellow belly bands
2021-05-31T09:03:00Z,Magicicada,birdnerd67,"Loudoun County, VA, USA",-77.5376935521,39.2128200327,https://inaturalist-open-data.s3.amazonaws.com/photos/132976203/medium.jpeg,research,
2021-05-31T17:43:03Z,Magicicada,sosig,"Tweed Dr, Finksburg, MD, US",-76.9233783333,39.4962283333,https://inaturalist-open-data.s3.amazonaws.com/photos/132978507/medium.jpg,research,
2021-05-31T17:33:01Z,Magicicada septendecim,regalgsx,"Hidden Ridge Terr, Abingdon, MD, US",-76.3036116667,39.4716716667,https://inaturalist-open-data.s3.amazonaws.com/photos/132977516/medium.jpg,research,This individual was observed laying eggs. A latter park was observed mating.
2021-05-31T16:34:30Z,Magicicada,jorbogmont,"Heurich Park, Hyattsville, MD, US",-76.968055,38.9629366667,https://static.inaturalist.org/photos/132976650/medium.jpg,research,
2021-05-31T11:36:24Z,Magicicada,atlasbeetle,"McPherson Ave, St. Louis, MO, US",-90.2521374919,38.6448555395,https://inaturalist-open-data.s3.amazonaws.com/photos/132975902/medium.jpg,research,
2021-05-31T00:00:00Z,Magicicada septendecim,muscadine,"Lutherville-Timonium, MD 21093, USA",-76.6061690077,39.4324889567,https://inaturalist-open-data.s3.amazonaws.com/photos/132975460/medium.jpeg,research,
2021-05-31T06:34:40Z,Magicicada,atlasbeetle,"McPherson Ave, St. Louis, MO, US",-90.2521010158,38.644778481,https://inaturalist-open-data.s3.amazonaws.com/photos/132975404/medium.jpg,research,
2021-05-31T08:52:00Z,Magicicada septendecim,llaurab,"Alexandria, VA, USA",-77.0469214,38.8048355,https://inaturalist-open-data.s3.amazonaws.com/photos/132974849/medium.jpg,research,
2021-05-31T13:23:00Z,Magicicada septendecim,kemper,"North Avondale, Cincinnati, OH, USA",-84.5008283333,39.1552616667,https://inaturalist-open-data.s3.amazonaws.com/photos/132963256/medium.jpeg,research,
2021-05-31T13:17:00Z,Magicicada septendecim,kemper,"North Avondale, Cincinnati, OH, USA",-84.4999383333,39.1544733333,https://inaturalist-open-data.s3.amazonaws.com/photos/132962416/medium.jpeg,research,
2021-05-31T12:36:55Z,Magicicada,prosenteach,"Princeton, NJ, USA",-74.6727999722,40.3306049722,https://inaturalist-open-data.s3.amazonaws.com/photos/132974147/medium.jpeg,research,
2021-05-31T14:41:51Z,Magicicada septendecim,gkuhny,"Kosch Headwaters Preserve, Ypsilanti, MI, US",-83.602395,42.317055,https://inaturalist-open-data.s3.amazonaws.com/photos/132973722/medium.jpg,research,
2021-05-31T14:03:00Z,Magicicada cassinii,pgwamsley,"Frederick County, MD, USA",-77.4104585921,39.3612277453,https://inaturalist-open-data.s3.amazonaws.com/photos/132973362/medium.jpeg,research, 
2021-05-31T13:53:48Z,Magicicada septendecim,elefbet,"Rock Creek Park, Washington, DC, US",-77.0426945,38.970845,https://inaturalist-open-data.s3.amazonaws.com/photos/132973097/medium.jpg,research,
2021-05-31T14:55:42Z,Magicicada septendecim,elefbet,"Rock Creek Park, Washington, DC, US",-77.0457833333,38.9625666667,https://inaturalist-open-data.s3.amazonaws.com/photos/132972701/medium.jpg,research,Bug buddies
2021-05-31T13:58:42Z,Magicicada,elefbet,"Rock Creek, Washington, DC, US",-77.042175,38.971005,https://inaturalist-open-data.s3.amazonaws.com/photos/132972468/medium.jpg,research,
2021-05-19T20:01:25Z,Magicicada,cara_dudzic,"Kernwood Ave, Baltimore, MD, US",-76.6107866667,39.3466916667,https://static.inaturalist.org/photos/132972233/medium.jpg,research,
2021-05-31T14:35:15Z,Magicicada septendecim,nathaniellegg,"Elverson, PA, US",-75.799745,40.20933,https://static.inaturalist.org/photos/132971710/medium.jpg,research,
2021-05-31T00:00:00Z,Magicicada cassinii,coachwhipbooks,"Eidson Woods, Darke County, OH, USA",-84.7443795976,40.1054072685,https://static.inaturalist.org/photos/132969635/medium.jpg,research,"Not positive on ID. I don't see any orange on ventral, though."
2021-05-31T09:58:00Z,Magicicada septendecim,jberlin,"White Oak, MD, USA",-76.9794131004,39.0548823225,https://inaturalist-open-data.s3.amazonaws.com/photos/132969228/medium.jpeg,research,"Clinging to branch with two-pronged ""toes."""
2021-05-31T17:12:42Z,Magicicada,wpwsci,"Butler Township, OH, USA",-84.27886281,39.87719749,https://static.inaturalist.org/photos/132970021/medium.jpeg,research,
2021-05-31T09:53:00Z,Magicicada,jberlin,"White Oak, MD, USA",-76.9800328346,39.0548929522,https://inaturalist-open-data.s3.amazonaws.com/photos/132965030/medium.jpeg,research,
2021-05-31T15:49:00Z,Magicicada cassinii,pgwamsley,"38°56'42.2""N 77°07'26.0""W, Washington, DC 20543, USA",-77.1239043,38.9448503,https://inaturalist-open-data.s3.amazonaws.com/photos/132967670/medium.jpeg,research, 
2021-05-31T15:51:00Z,Magicicada septendecim,pgwamsley,"38°56'42.2""N 77°07'26.0""W, Washington, DC 20543, USA",-77.1239043,38.9448503,https://inaturalist-open-data.s3.amazonaws.com/photos/132966896/medium.jpeg,research, 
2021-05-31T13:04:02Z,Magicicada septendecim,laurenhallden,"Baldpate Mountain, Titusville, NJ, US",-74.885125,40.32612,https://inaturalist-open-data.s3.amazonaws.com/photos/132966660/medium.jpg,research,
2021-05-31T11:30:09Z,Magicicada,professorxavier,Persimmon Ridge Park,-82.5020077452,36.2887183206,https://static.inaturalist.org/photos/132966553/medium.jpeg,research,
2021-05-31T13:04:26Z,Magicicada,laurenhallden,"Baldpate Mountain, Titusville, NJ, US",-74.885125,40.326145,https://inaturalist-open-data.s3.amazonaws.com/photos/132966519/medium.jpg,research,
2021-05-31T13:16:05Z,Magicicada,paulagrayovertoom,"Solsberry, IN, US",-86.7836533333,39.1213388333,https://static.inaturalist.org/photos/132966286/medium.jpg,research,
2021-05-31T16:19:08Z,Magicicada septendecim,droidwrestler,"Irving St & Adams Mill Rd, Washington, DC 20009, USA",-77.0435659722,38.9294659722,https://static.inaturalist.org/photos/132965720/medium.jpeg,research,
2021-05-31T16:19:04Z,Magicicada septendecim,droidwrestler,"Irving St & Adams Mill Rd, Washington, DC 20009, USA",-77.0435659,38.9294658,https://static.inaturalist.org/photos/132965314/medium.jpeg,research,
2021-05-31T16:50:00Z,Magicicada septendecula,edanko,"North Bethesda, MD 20852, USA",-77.1162742004,39.0362263963,https://inaturalist-open-data.s3.amazonaws.com/photos/134919070/medium.jpeg,research,@zdanko will upload photos. This is the alarm call.
2021-05-31T13:14:33Z,Magicicada,gregovertoom,"Greene County, US-IN, US",-86.78363,39.1213861667,https://static.inaturalist.org/photos/132964319/medium.jpg,research,
2021-05-31T16:49:33Z,Magicicada septendecim,terrimeyers,"Oakhill Dr, Oxford, OH, US",-84.7060773285,39.500851927,https://inaturalist-open-data.s3.amazonaws.com/photos/132964311/medium.jpg,research,
2021-05-31T12:40:58Z,Magicicada septendecim,marissa_mmi,"Princeton University, Princeton, NJ, US",-74.6517716667,40.3485966667,https://inaturalist-open-data.s3.amazonaws.com/photos/132963479/medium.jpg,research,Can anyone tell what sex?
2021-05-31T12:45:20Z,Magicicada cassinii,marissa_mmi,"Princeton University, Princeton, NJ, US",-74.6504666667,40.3489383333,https://inaturalist-open-data.s3.amazonaws.com/photos/132962999/medium.jpg,research,Can anyone tell what sex?
2021-05-31T13:43:10Z,Magicicada septendecim,itrenore,Ocoee Whitewater Center,-84.461642392,35.0668916183,https://inaturalist-open-data.s3.amazonaws.com/photos/132962153/medium.jpeg,research,
2021-05-31T15:42:41Z,Magicicada septendecim,belyykit,"Rockville, MD, USA",-77.1279868,39.0920003,https://inaturalist-open-data.s3.amazonaws.com/photos/132961987/medium.jpeg,research,
2021-05-31T15:15:41Z,Magicicada septendecim,belyykit,"Rockville, MD, USA",-77.1306649722,39.100467,https://inaturalist-open-data.s3.amazonaws.com/photos/132961909/medium.jpeg,research,
2021-05-31T15:06:02Z,Magicicada septendecim,belyykit,"Rockville, MD, USA",-77.1286154997,39.0986078,https://inaturalist-open-data.s3.amazonaws.com/photos/132961819/medium.jpeg,research,
2021-05-31T10:30:00Z,Magicicada septendecim,jmw0149,"Arbutus, MD, USA",-76.7009726834,39.262697237,https://inaturalist-open-data.s3.amazonaws.com/photos/132960809/medium.jpg,research,
2021-05-31T11:15:00Z,Magicicada,becca6,"Clarke County, VA, USA",-78.0647381567,39.0643248434,https://static.inaturalist.org/photos/132961398/medium.jpeg,research,
2021-05-31T11:40:00Z,Magicicada,becca6,"Clarke County, VA, USA",-78.0638798486,39.0647246979,https://static.inaturalist.org/photos/132960759/medium.jpeg,research,
2021-05-31T16:33:42Z,Magicicada,gannygirl,"Stoneview Square, Reston, VA, US",-77.3491133333,38.9316716667,https://inaturalist-open-data.s3.amazonaws.com/photos/132960616/medium.jpg,research,"What’s eating the cicadas? Came out of my house to find these headless cicadas everywhere! Whatever it is, we need more of them! LOL"
2021-05-31T16:24:35Z,Magicicada cassinii,dawnaurore,"Oakton, VA 22124, USA",-77.3601,38.8830999722,https://inaturalist-open-data.s3.amazonaws.com/photos/132960322/medium.jpeg,research,
2021-05-30T14:10:52Z,Magicicada septendecim,tristen9988,"Dawsonville, GA, US",-84.0320805,34.4749866667,https://inaturalist-open-data.s3.amazonaws.com/photos/132960099/medium.jpg,research,
2021-05-31T16:28:15Z,Magicicada,das6napls,"Highbanks Metro Park, Lewis Center, OH, US",-83.0270474777,40.1415480115,https://static.inaturalist.org/photos/132958607/medium.jpg,research,
2021-05-31T16:27:16Z,Magicicada,jjcoffey,Fishers,-86.0145111084,39.9512290955,https://inaturalist-open-data.s3.amazonaws.com/photos/132958323/medium.jpeg,research,
2021-05-31T16:17:09Z,Magicicada,jrmcfarland,"Liberty Township, OH 45069, USA",-84.4066212,39.3530668,https://inaturalist-open-data.s3.amazonaws.com/photos/132955769/medium.jpeg,research,
2021-05-31T12:23:00Z,Magicicada,coldpines,"3208 Dunlap Ln, Mechanicsburg, PA 17055, USA",-76.9447963,40.1947151,https://inaturalist-open-data.s3.amazonaws.com/photos/132954440/medium.jpg,research,
2021-05-31T11:39:17Z,Magicicada,nicolenotarianni,"Clay Township, PA, USA",-76.2527305556,40.2728277778,https://static.inaturalist.org/photos/132954664/medium.jpeg,research,
2021-05-31T13:13:11Z,Magicicada septendecim,canan4,"Belle Haven, VA, USA",-77.0666970997,38.774929,https://static.inaturalist.org/photos/132954661/medium.jpeg,research,
2021-05-31T16:12:11Z,Magicicada,bootguy35,Franklin,-86.0587387085,39.4824943542,https://inaturalist-open-data.s3.amazonaws.com/photos/132995321/medium.jpeg,research,
2021-05-31T12:12:36Z,Magicicada,hlinak,"Harpers Ferry National Historical Park, Knoxville, MD, US",-77.7261883333,39.331225,https://inaturalist-open-data.s3.amazonaws.com/photos/132953563/medium.jpg,research,
2021-05-31T09:20:00Z,Magicicada septendecim,stoneycreek5,"Dauphin County, PA, USA",-76.864719,40.356425,https://inaturalist-open-data.s3.amazonaws.com/photos/132951628/medium.jpg,research,
2021-05-31T10:43:00Z,Magicicada cassinii,thepossum,"Deepdene Rd, Baltimore, MD, US",-76.6371814628,39.356918298,https://inaturalist-open-data.s3.amazonaws.com/photos/132952376/medium.jpg,research,
2021-05-31T16:00:43Z,Magicicada,amosbarnes,"Baldpate Mountain, Titusville, NJ, US",-74.8924608665,40.3221181458,https://inaturalist-open-data.s3.amazonaws.com/photos/143155573/medium.jpg,research,
2021-05-31T15:56:16Z,Magicicada septendecula,roshan2010,"Burnt Mountain Path, Columbia, MD, US",-76.800721027,39.1960193776,,research,
2021-05-31T11:04:47Z,Magicicada septendecim,aleoharrington,"Park Rd, Perkasie, PA, US",-75.2609783333,40.4286116667,https://inaturalist-open-data.s3.amazonaws.com/photos/132949450/medium.jpg,research,
2021-05-31T12:56:07Z,Magicicada septendecim,thehouserest,"Princeton, NJ, US",-74.668598175,40.3280438916,https://inaturalist-open-data.s3.amazonaws.com/photos/132948664/medium.jpg,research,
2021-05-31T12:56:14Z,Magicicada,thehouserest,"Princeton, NJ, US",-74.668598175,40.3280438916,https://inaturalist-open-data.s3.amazonaws.com/photos/132948496/medium.jpg,research,
2021-05-31T13:04:27Z,Magicicada septendecim,johnnysap,"Baldpate Mountain, Titusville, NJ, US",-74.8851783333,40.326125,https://inaturalist-open-data.s3.amazonaws.com/photos/132947848/medium.jpg,research,
2021-05-31T14:21:15Z,Magicicada,burch7345,"W Graves Rd, Bloomington, IN, US",-86.65452,39.0586888333,https://inaturalist-open-data.s3.amazonaws.com/photos/132947578/medium.jpg,research,
2021-05-31T14:15:00Z,Magicicada,riled,"Liberty Township, IN, USA",-87.3266298696,40.3674356843,https://inaturalist-open-data.s3.amazonaws.com/photos/132947251/medium.jpeg,research,"Lots of cicadas at Crow's Grove Nature Preserve. Lots of mature trees here, a rarity in this part of Indiana. "
2021-05-31T15:43:58Z,Magicicada cassinii,chris01pe,"Falls Church, VA, USA",-77.18582668,38.88847359,https://static.inaturalist.org/photos/132946353/medium.jpeg,research,
2021-05-31T13:30:46Z,Magicicada septendecim,jgingold,"Stephanie Roper Hwy, Lothian, MD, US",-76.7086333333,38.8106883333,https://inaturalist-open-data.s3.amazonaws.com/photos/132944831/medium.jpg,research,
2021-05-28T16:19:00Z,Magicicada,msk14,"Great Falls, VA, USA",-77.2463305556,39.018775,https://static.inaturalist.org/photos/132944401/medium.jpg,research,
2021-05-31T15:34:48Z,Magicicada,hausbaun,"Patapsco Rd, Linthicum Heights, MD, US",-76.6463349201,39.218564895,https://inaturalist-open-data.s3.amazonaws.com/photos/132944293/medium.jpg,research,"these two refused to be interrupted by the 7yo from down the street picking them up and yelling about how they were stuck together. 🤦‍♀️. (cassini, but I guess you can’t really tell from this photo)"
2021-05-31T08:43:50Z,Magicicada septendecim,jgingold,"Whiteholm Dr, Upper Marlboro, MD, US",-76.7784583333,38.8937616667,https://inaturalist-open-data.s3.amazonaws.com/photos/132944131/medium.jpg,research,
2021-05-31T15:33:51Z,Magicicada septendecim,carol_dunn,"Mallard Crossing, Scottsburg, IN, US",-85.8801044897,38.6716954178,,research,
2021-05-31T15:32:39Z,Magicicada septendecim,asplundii,"Northwestern Pike, Gore, VA, US",-78.2951823436,39.2435931741,https://inaturalist-open-data.s3.amazonaws.com/photos/132943291/medium.jpg,research,Has the orange cheek spot and heavily orange belly of septendecim
2021-05-31T13:49:59Z,Magicicada septendecim,anniewhoo,"South Lakes Drive Park, Reston, VA, US",-77.3556133333,38.9389716667,https://inaturalist-open-data.s3.amazonaws.com/photos/132942985/medium.jpg,research,"There were thousands of cicadas in the trees, bushes, and field here."
2021-05-31T14:16:14Z,Magicicada septendecim,mikeburdsall,"Jackson Township, IN, USA",-86.7775517997,39.795087,https://inaturalist-open-data.s3.amazonaws.com/photos/132942867/medium.jpeg,research,
2021-05-30T14:54:25Z,Magicicada,carol_dunn,"Camp Rd, Brownstown, IN, US",-86.0069742334,38.8609768963,https://static.inaturalist.org/photos/132942781/medium.jpg,research,
2021-05-30T14:53:24Z,Magicicada,carol_dunn,"SR-250, Brownstown, IN, US",-86.0072888062,38.8608832285,https://static.inaturalist.org/photos/132942750/medium.jpg,research,Dead cicadas
2021-05-30T14:33:22Z,Magicicada,carol_dunn,"Jackson County, US-IN, US",-86.012083171,38.8583558333,https://static.inaturalist.org/photos/132942712/medium.jpg,research,
2021-05-30T13:31:28Z,Magicicada,carol_dunn,"Jackson County, US-IN, US",-86.0074100604,38.8608996658,https://static.inaturalist.org/photos/132942674/medium.jpg,needs_id,
2021-05-30T13:29:47Z,Magicicada,carol_dunn,"Jackson County, US-IN, US",-86.0067336728,38.8610481006,,needs_id,
2021-05-31T14:41:54Z,Magicicada septendecim,happyslug,"Burke Lake, Fairfax Station, VA, US",-77.30103805,38.762568,https://inaturalist-open-data.s3.amazonaws.com/photos/132941474/medium.jpg,research,
2021-05-31T13:21:04Z,Magicicada septendecula,wpetry,"Loudon County, US-TN, US",-84.3234445062,35.8730726643,,research,
2021-05-25T20:52:54Z,Magicicada,maddie_b,"River Rd, Bethesda, MD, US",-77.16565,38.9940116667,https://inaturalist-open-data.s3.amazonaws.com/photos/132939870/medium.jpg,research,
2021-05-31T15:16:00Z,Magicicada cassinii,udcmrk,"Leesburg, VA, USA",-77.5616164505,39.1175378924,,research,
2021-05-30T13:21:38Z,Magicicada,tandyschiffli,"Hoosier National Forest, Paoli, IN, US",-86.4562833333,38.5388,https://inaturalist-open-data.s3.amazonaws.com/photos/132938570/medium.jpg,research,
2021-05-31T15:12:49Z,Magicicada septendecim,ztopia,Princeton,-74.6550979614,40.3510360718,https://inaturalist-open-data.s3.amazonaws.com/photos/132993434/medium.jpeg,research,
2021-05-31T14:10:29Z,Magicicada cassinii,atlasbeetle,"McPherson Ave, St. Louis, MO, US",-90.2521932957,38.6447828802,,needs_id,
2021-05-31T14:54:33Z,Magicicada cassinii,jdunlevy,"Indianapolis, IN 46216, USA",-86.0142300278,39.8610047222,https://static.inaturalist.org/photos/132936552/medium.jpeg,research,
2021-05-31T15:06:07Z,Magicicada,halcardwell,"Poolesville, MD 20837, USA",-77.34355108,39.06906501,https://inaturalist-open-data.s3.amazonaws.com/photos/132936068/medium.jpeg,research,
2021-05-31T15:05:38Z,Magicicada,chople,"Castleton, IN 46256, USA",-86.0183533333,39.9192333333,https://inaturalist-open-data.s3.amazonaws.com/photos/132936048/medium.jpeg,research,
2021-05-31T14:13:38Z,Magicicada septendecim,carrieseltzer,"Paint Branch Parkway Park, College Park, MD, US",-76.9165607106,38.9762606351,https://inaturalist-open-data.s3.amazonaws.com/photos/132935469/medium.jpg,research,
2021-05-31T13:23:00Z,Magicicada,carrieseltzer,"Paint Branch Parkway Park, Riverdale Park, MD, US",-76.9178554326,38.9743900188,,needs_id,
2021-05-31T13:49:49Z,Magicicada septendecim,epic2112,"Fairland, MD, USA",-76.962427,39.0735809722,https://inaturalist-open-data.s3.amazonaws.com/photos/132935417/medium.jpeg,research,
2021-05-31T14:00:55Z,Magicicada cassinii,atlasbeetle,"McPherson Ave, St. Louis, MO, US",-90.252120174,38.6447868483,,research,
2021-05-31T14:48:08Z,Magicicada cassinii,karynmolines,"Waldorf, MD 20601, USA",-76.7770301,38.58566071,,research,Saw it flying from tree top to tree top
2021-05-31T14:12:13Z,Magicicada cassinii,karynmolines,"Waldorf, MD 20601, USA",-76.7771324,38.5858204,,research,"17 sec, 3 sec "
